date,close,high,low,open,volume
2000-01-03,80.02818298339844,81.2423308782653,76.64968449333412,81.2423308782653,36345200
2000-01-04,74.53814697265625,78.97242767074628,74.27420169300804,77.70549032843485,33786600
2000-01-05,72.63773345947266,75.6994983872702,71.15964004605316,73.9046706709751,42496600
2000-01-06,67.64918518066406,74.32700174356223,67.35884533010326,73.37679859627237,37134800
2000-01-07,76.01624298095703,76.01624298095703,69.68155606587727,70.05107946925693,28138200
2000-01-10,78.12779235839844,79.34194048288707,75.96344135387524,76.860855185019,29675600
2000-01-11,74.32698822021484,78.44453444264153,73.48236335407604,77.49433146823536,32546600
2000-01-12,72.69049835205078,75.37614040263944,72.63770931911537,75.17158290001476,29050000
2000-01-13,77.0719985961914,77.28315475672892,73.5483301672217,74.74928083027879,25165200
2000-01-14,78.86685943603516,79.07801568619857,77.70550006013639,78.55012506079004,21898600
2000-01-18,79.2891616821289,79.76426318355311,77.23038850929066,77.75827906642867,16752400
2000-01-19,81.08396911621094,81.08396911621094,78.06839506948987,78.9658087901771,19006000
2000-01-20,80.29216003417969,81.8230427698741,79.40134464918509,80.66168345314041,25958000
2000-01-21,81.29512786865234,81.55907308900511,80.29213603131183,81.50628404493456,18698200
2000-01-24,77.38874053955078,82.45648889684742,76.83445556297146,82.2981217606819,28340400
2000-01-25,78.55010986328125,79.49371417363486,75.5147393544515,77.59990692138672,33276200
2000-01-26,75.38278198242188,78.8140710782604,75.17162573037027,78.7612820152475,23095600
2000-01-27,76.4913330078125,78.1277935483523,74.01024767215536,77.49432495201431,30739200
2000-01-28,72.63773345947266,76.41215056874032,71.5819524498873,76.01623269014581,35313800
2000-01-31,75.75228118896484,76.0162264195884,70.52616562261814,72.53214937535728,36014600
2000-02-01,77.78466033935547,78.12778914302415,74.69650110633728,75.62030942390682,26417600
2000-02-02,78.44452667236328,80.00180361505151,77.7846635610547,77.91663618331641,26169200
2000-02-03,81.50629425048828,81.61187235184902,77.94303332956343,79.6586774766754,30579800
2000-02-04,82.06057739257812,82.97778712702396,81.26874165061051,81.92860476891686,26640000
2000-02-07,83.195556640625,83.30113475818925,81.2951505244686,82.13977546498255,17761000
2000-02-08,86.67963409423828,86.890790328329,83.934603051059,83.934603051059,21999400
2000-02-09,83.61784362792969,86.31668343568089,83.40668745715209,86.20450671995529,27258200
2000-02-10,86.36286926269531,86.36286926269531,83.2417172791031,84.30409670692201,26341600
2000-02-11,84.35691833496094,86.20453544492567,82.77324652641975,86.20453544492567,24876000
2000-02-14,84.25129699707031,84.46245312989505,82.56204793447242,84.45585450074428,22814600
2000-02-15,84.85840606689453,84.99037870463465,80.97841051733512,83.5650742170414,30572800
2000-02-16,84.4625015258789,85.88780623912811,83.88182182788849,84.3833179306984,25310600
2000-02-17,86.25731658935547,87.20751958727982,84.14575437174578,85.46548075775183,30080200
2000-02-18,83.14274597167969,86.99634626116071,83.14274597167969,86.67961199079241,25271200
2000-02-22,83.40672302246094,84.40971526133863,81.29516041429737,83.61787928327729,37226200
2000-02-23,88.0521011352539,88.68556948874495,83.74979523446062,84.19190335616791,32170800
2000-02-24,89.95254516601562,90.20989179611206,86.1517333984375,88.58002980550131,48868200
2000-02-25,87.89376068115234,90.79715818113036,87.73539354478991,89.6885882265933,32617600
2000-02-28,87.84095001220703,89.26625388860703,84.88476419448853,87.20748162269592,38216200
2000-02-29,90.16368865966797,90.45402840652288,88.6328063580694,89.31906394154461,23978600
2000-03-01,90.90272521972656,91.69456080526426,89.95252251708133,90.58599098551149,24468400
2000-03-02,88.79781341552734,91.37787918393569,88.47448036526644,91.272301045075,32739200
2000-03-03,93.80614471435547,93.85893376596738,90.37485635958164,91.21948118537212,32017200
2000-03-06,94.545166015625,95.62734128269385,93.1198620053392,94.38679890337102,23268400
2000-03-07,93.11988830566406,96.18165334065756,91.85295104980469,96.12886428833008,39471000
2000-03-08,93.96451568603516,94.59798433110956,89.7677859124173,93.75335947101037,43512600
2000-03-09,97.13186645507812,97.5541789179263,92.14330048768417,93.93812845478887,30101400
2000-03-10,96.70954895019531,98.34600965841368,95.87152270042219,97.02628328081822,29750600
2000-03-13,94.1756820678711,96.39282256498464,92.51282669503593,92.90874464094905,37544200
2000-03-14,90.69157409667969,95.75932212536493,88.68559050199178,95.23143170571022,39106800
2000-03-15,86.89076232910156,90.37483906890758,86.04613766490617,89.95252673680989,51202600
2000-03-16,91.85296630859375,92.27527879736888,85.30712273257902,89.00235700936153,55282200
2000-03-17,93.5949935913086,93.80614980922469,91.16669708527351,91.21948613975255,31422400
2000-03-20,90.95555877685547,94.17569173413241,89.74141028476744,93.75337921514527,21167200
2000-03-21,94.38682556152344,94.54519271850586,87.47145970662436,89.63581085205078,33435100
2000-03-22,96.28720092773438,97.95005554901927,93.85890529030249,95.86488864296362,24370200
2000-03-23,97.97647094726562,99.45456425897007,95.91769812024873,96.6963365612359,19227400
2000-03-24,99.29620361328125,101.7772889773558,97.14504981357832,99.23021730040692,22063000
2000-03-27,99.4545669555664,100.93266030734765,98.92667647278739,99.66572314867801,11752600
2000-03-28,96.92069244384766,99.50735580427714,95.54817719137486,98.80790091599773,18336300
2000-03-29,92.90869903564453,97.50134495388377,92.90869903564453,97.4485559203408,27189500
2000-03-30,90.58599090576172,95.23142633682642,87.41864856639941,90.58599090576172,42328700
2000-03-31,92.48638153076172,93.4365840807353,87.840946842002,91.33822011621031,31349900
2000-04-03,86.9435806274414,92.16969749575756,85.09596355278418,91.02153545650629,31551300
2000-04-04,86.09894561767578,87.7881953171029,74.59093204032857,87.5242500515674,66213000
2000-04-05,84.56807708740234,87.78820986039332,81.29515525255906,82.35093648960527,37631500
2000-04-06,86.57405853271484,87.73541785449517,84.2513398891542,86.46848041255299,30499900
2000-04-07,90.05814361572266,90.69161238675939,86.67964350352673,87.9465810456002,20645500
2000-04-10,84.56807708740234,90.95555357153198,83.82903022146999,90.90276450967967,26988200
2000-04-11,82.56207275390625,85.72941569842952,80.29214364366459,82.03418226315237,34497100
2000-04-12,77.70548248291016,83.40669994768889,76.22738906611566,82.45649703689243,34824400
2000-04-13,74.32698822021484,81.08398714932528,74.32698822021484,78.39174538850784,46330500
2000-04-14,67.88670349121094,74.74927849421049,65.88072002879568,72.69050599331062,60851300
2000-04-17,75.69953155517578,76.01626599682923,65.88076386391867,65.8939611323209,55398500
2000-04-18,77.70548248291016,78.55010729250701,73.79909273852472,75.58072319626808,36260900
2000-04-19,75.32996368408203,79.07798570340216,75.22438559903075,78.12778293794072,28082500
2000-04-20,73.69355010986328,76.83450013245417,72.6905576656746,76.33300391035982,21255600
2000-04-24,71.58197784423828,72.00429039789161,67.46443044611839,70.47340739089832,31190900
2000-04-25,76.41213989257812,76.43853441412998,72.63772331066494,73.06003565549439,28663200
